Year,Month,Day,Hour,Temp         (Deg C),R Humidity      (%),B Pressure       (milli bar),W Direction       (Deg),Wind Spd      (m/s),PM10
2016,5,18,11,43.4,10.5,958.2937,135,2.75,249.5
2016,5,18,12,41.5,9.6,959.3601,147,3.08,194.5
2016,5,18,13,42.3,21.4,962.6926,74,2.42,206.5
2016,5,18,14,42.4,16.2,961.6262,64,2.89,244
2016,5,18,15,43.8,13.2,960.6931,117,2.89,257.75
2016,5,18,16,44.6,12.2,959.3601,119,2.89,251.25
2016,5,18,17,44.9,11.2,958.2937,124,2.92,285.75
2016,5,18,18,44.7,10.8,958.0271,124,2.53,314.75
2016,5,18,19,43.4,10.5,958.2937,135,2.75,225.5
2016,5,18,20,41.5,9.6,959.3601,147,3.08,113.25
2016,5,18,21,39.8,12.4,960.1599,175,1.11,99.25
2016,5,18,22,37.5,17.2,961.2263,259,0.61,131.5
2016,5,18,23,35.9,19.5,962.426,303,1.36,135.5
2016,5,18,24,36.4,21.7,962.9592,267,1,170.75
2016,5,19,1,35.4,25.4,962.6926,222,1.06,125.75
2016,5,19,2,35.7,37.2,962.6926,294,1.86,154.5
2016,5,19,3,34.3,41.6,962.426,296,2.28,175.25
2016,5,19,4,34.5,41.4,961.8928,308,3.53,152.75
2016,5,19,5,33.9,43.5,961.6262,302,3.39,124.5
2016,5,19,6,32.4,46.4,961.8928,301,3.08,139.5
2016,5,19,7,32.7,48.2,962.9592,307,1.94,205.5
2016,5,19,8,32.9,48.3,963.759,305,2.33,169.25
2016,5,19,9,33.9,46.2,964.0256,294,1.86,139.75
2016,5,19,10,35.5,42.2,964.8254,290,2.06,97.75
2016,5,19,11,36.5,39.2,964.8254,307,2.39,114
2016,5,19,12,37.6,34.4,964.5588,278,1.92,343
2016,5,19,13,40.5,29.2,963.759,254,1.42,781
2016,5,19,14,40.4,26.6,962.6926,213,1.33,201.25
2016,5,19,15,41.3,20.4,961.2263,202,1.31,299
2016,5,19,16,42.4,14.4,960.1599,203,2.42,296.75
2016,5,19,17,41.5,14.4,959.3601,198,2.81,288.75
2016,5,19,18,41.4,17.6,958.8269,189,3.25,290.5
2016,5,19,19,40.3,18.4,958.8269,186,2.06,254
2016,5,19,20,39.3,27.4,959.6267,186,3.36,413.5
2016,5,19,21,37.3,34.2,960.4265,186,2.75,726.25
2016,5,19,22,36.4,36.4,961.4929,189,2.28,832.25
2016,5,19,23,36.3,33.6,961.8928,217,2.61,355.25
2016,5,19,24,36.4,35.4,962.426,255,1.56,303.5
2016,5,20,1,35.5,39.2,962.1594,283,1.53,327
2016,5,20,2,34.7,41.4,961.4929,287,1.81,375.75
2016,5,20,3,33.8,43.7,961.4929,283,0.89,400.25
2016,5,20,4,33.3,45.4,960.9597,265,1.61,281.5
2016,5,20,5,32.8,48.6,960.6931,272,1.72,208
2016,5,20,6,31.5,50.2,961.2263,264,1.75,204
2016,5,20,7,31.7,53.3,961.4929,279,2.11,271.75
2016,5,20,8,31.4,53.2,961.4929,261,1.92,428.75
2016,5,20,9,33.4,48.7,961.6262,285,2.78,393.75
2016,5,20,10,34.6,43.7,962.1594,254,2.31,268
2016,5,20,11,36.3,39.4,962.9592,264,2.19,181.25
2016,5,20,12,38.3,34.3,962.426,259,1.53,210.25
2016,5,20,13,38.6,32.3,961.6262,185,1.92,229
2016,5,20,14,38.6,32.3,960.6931,168,3,268.5
2016,5,20,15,39.4,27.2,959.6267,174,2.58,241.5
2016,5,20,16,40.6,24.4,958.2937,185,2.81,203.75
2016,5,20,17,40.4,26.6,957.2273,185,2.83,183.25
2016,5,20,18,39.5,26.6,956.4275,186,2.72,172.75
2016,5,20,19,39.3,25.7,956.6941,206,2.14,176
2016,5,20,20,39.5,25.3,956.6941,203,1.33,229.75
2016,5,20,21,37.6,31.4,957.4939,181,1.08,205.25
2016,5,20,22,36.8,37.7,958.2937,195,0.86,159
2016,5,20,23,36.7,33.6,959.3601,207,2.25,149.75
2016,5,20,24,35.3,35.3,960.1599,228,3,143.5
2016,5,21,1,34.3,39.8,960.1599,212,2.58,163.25
2016,5,21,2,33.6,41.6,959.6267,226,2.72,205.5
2016,5,21,3,33.5,43.2,959.3601,230,2.22,223.5
2016,5,21,4,32.7,45.6,959.0935,212,1.03,136.5
2016,5,21,5,31.7,48.3,959.0935,203,1.69,106.75
2016,5,21,6,30.3,50.4,959.3601,201,1.86,124.25
2016,5,21,7,30.5,53.5,960.4265,189,1.14,163
2016,5,21,8,31.6,51.2,960.6931,279,1.11,162.5
2016,5,21,9,33.8,44.4,960.9597,268,1.67,149.25
2016,5,21,10,35.9,39.6,961.4929,232,1.36,175
2016,5,21,11,34.5,43.5,961.8928,174,5.25,190.25
2016,5,21,12,35.5,41.5,961.2263,172,4.89,178.75
2016,5,21,13,37.5,36.2,960.4265,173,3.86,200.25
2016,5,21,14,39.9,31.5,959.8933,157,1.28,221.5
2016,5,21,15,40.4,29.3,958.5603,179,3.64,240.25
2016,5,21,16,40.3,28.5,957.4939,179,3.47,218.5
2016,5,21,17,41.4,23.7,956.4275,137,2.89,219.25
2016,5,21,18,39.3,29.7,955.8943,176,5.86,361.25
2016,5,21,19,35.5,39.4,957.2273,192,6.17,639.75
2016,5,21,20,34.3,41.3,958.2937,216,3.08,357.5
2016,5,21,21,33.3,44.5,959.6267,202,2.47,385
2016,5,21,22,32.3,46.5,960.6931,203,2.06,284.25
2016,5,21,23,31.6,52.4,962.6926,13,3.94,234.75
2016,5,21,24,30.8,54.2,960.4265,250,1.11,243.5
2016,5,22,1,31.4,51.2,960.6931,252,0.64,282.25
2016,5,22,2,30.8,54.6,960.4265,43,0.33,335.75
2016,5,22,3,30.5,58.4,959.3601,203,0.39,382.5
2016,5,22,4,30.3,59.4,959.6267,287,0.61,548.25
2016,5,22,5,28.8,64.5,960.1599,320,1.14,491.5
2016,5,22,6,28.3,66.4,960.6931,319,1.39,433.25
2016,5,22,7,28.4,65.2,961.2263,327,1.44,421.25
2016,5,22,8,29.4,58.5,961.8928,290,0.53,385.5
2016,5,22,9,32.6,46.2,962.1594,327,1.64,307.5
2016,5,22,10,35.3,34.3,962.1594,345,0.42,290
2016,5,22,11,37.5,31.2,961.8928,50,2.19,268.25
2016,5,22,12,38.5,30.6,961.2263,56,5.81,240.75
2016,5,22,13,39.8,28.4,960.9597,71,4.75,241.5
2016,5,22,14,40.5,28.5,959.8933,58,5.36,258.25
2016,5,22,15,41.7,26.3,958.5603,61,5.19,319.5
2016,5,22,16,42.5,24.8,957.4939,57,5.17,240.5
2016,5,22,17,42.8,23.4,956.6941,61,4.75,316.5
2016,5,22,18,42.7,23.4,956.4275,64,5.25,452.25
2016,5,22,19,41.4,24.7,956.6941,65,4.75,453.75
2016,5,22,20,41.3,22.2,957.4939,71,3.31,490.75
2016,5,22,21,40.4,26.7,958.8269,152,0.86,408.25
2016,5,22,22,39.3,26.3,960.1599,14,2.44,409.25
2016,5,22,23,36.6,28.3,960.9597,346,1.36,388.25
2016,5,22,24,35.8,33.2,961.6262,323,0.75,361
2016,5,23,1,35.7,32.3,961.6262,291,0.58,322.75
2016,5,23,2,34.3,37.5,961.2263,324,0.69,349.25
2016,5,23,3,33.7,37.4,961.2263,321,0.72,327.25
2016,5,23,4,32.5,38.7,960.9597,331,1.22,287
2016,5,23,5,32.5,39.4,960.6931,329,1.03,283.75
2016,5,23,6,31.4,39.7,960.6931,308,0.19,277.5
2016,5,23,7,31.4,46.4,960.6931,309,0.25,346
2016,5,23,8,32.5,38.5,961.2263,242,0.19,415.75
2016,5,23,9,36.6,33.5,962.1594,66,1.94,326
2016,5,23,10,37.6,29.4,962.426,70,6.53,266.75
2016,5,23,11,38.3,29.7,962.9592,70,6.14,269.5
2016,5,23,12,39.5,27.4,962.6926,75,4.14,286.25
2016,5,23,13,40.5,25.2,962.9592,90,4.06,314.75
2016,5,23,14,41.3,22.2,962.6926,114,3.75,263.25
2016,5,23,15,41.3,23.2,961.6262,88,4.81,247.75
2016,5,23,16,42.5,22.7,960.6931,118,3.39,228.5
2016,5,23,17,42.5,21.8,959.3601,152,3.92,298
2016,5,23,18,40.6,24.2,959.8933,119,3.75,252.5
2016,5,23,19,31.8,49.3,962.6926,32,6.31,294.25
2016,5,23,20,29.5,51.7,962.9592,354,5.61,313.25
2016,5,23,21,30.5,45.4,964.2922,63,0.44,296.25
2016,5,23,22,30.4,47.4,963.2258,281,3.06,265.5
2016,5,23,23,30.4,47.2,962.9592,293,0.92,251.5
2016,5,23,24,29.5,51.5,963.2258,184,0.81,232.25
2016,5,24,1,29.8,53.4,963.2258,296,0.56,170.75
2016,5,24,2,29.4,54.6,962.6926,317,1.44,145
2016,5,24,3,28.3,61.2,962.1594,335,0.39,140.25
2016,5,24,4,28.3,61.5,962.6926,135,0.89,143
2016,5,24,5,29.4,51.8,964.5588,76,2.86,163.75
2016,5,24,6,29.5,58.7,966.1584,117,3.42,180.25
2016,5,24,7,27.7,62.2,967.2248,154,2.36,283.5
2016,5,24,8,28.4,58.5,967.4914,152,0.42,322.75
2016,5,24,9,29.5,51.3,968.0246,77,0.78,207.5
2016,5,24,10,29.3,51.3,966.9582,314,2.14,163.25
2016,5,24,11,33.3,41.4,966.1584,276,1.08,158.5
2016,5,24,12,34.7,39.2,966.1584,63,0.47,235.5
2016,5,24,13,36.3,35.7,965.3586,30,1.25,345.5
2016,5,24,14,37.4,31.4,964.0256,72,1.33,393.75
2016,5,24,15,38.3,26.2,963.2258,97,3.36,357.5
2016,5,24,16,39.5,24.7,962.1594,94,3.67,312.75
2016,5,24,17,39.8,23.2,961.2263,100,3.78,303.5
2016,5,24,18,39.7,22.2,960.4265,84,3.94,277.25
2016,5,24,19,38.3,23.5,960.1599,82,4.39,270.25
2016,5,24,20,37.5,25.6,960.6931,96,2.47,305.25
2016,5,24,21,35.6,35.2,961.2263,65,2.36,403.75
2016,5,24,22,34.7,38.4,961.8928,71,0.25,821.5
2016,5,24,23,33.3,44.4,962.1594,330,0.86,267
2016,5,24,24,33.3,44.4,962.1594,330,0.86,93
2016,5,25,1,31.3,49.8,961.4929,318,0.72,131.5
2016,5,25,2,31.8,47.2,961.2263,319,0.64,96.75
2016,5,25,3,31.9,45.5,961.2263,325,0.36,149.5
2016,5,25,4,30.9,54.4,960.9597,306,0.17,299.75
2016,5,25,5,30.8,49.3,960.6931,329,0.86,581.25
2016,5,25,6,29.4,51.5,960.9597,180,0.17,530.25
2016,5,25,7,29.4,55.3,961.2263,308,0.92,451.25
2016,5,25,8,30.3,44.2,963.2258,139,2.36,397.25
2016,5,25,9,29.4,49.7,965.3586,145,4.25,510.5
2016,5,25,10,31.7,44.5,965.6252,267,1.36,446.5
2016,5,25,11,32.6,42.4,964.2922,298,4.97,321.5
2016,5,25,12,35.3,31.3,963.2258,326,3.39,230.25
2016,5,25,13,38.6,26.5,962.426,20,2.36,209.75
2016,5,25,14,40.3,23.2,961.2263,88,4.06,227.5
2016,5,25,15,40.4,21.6,959.8933,63,4.25,217.75
2016,5,25,16,35.7,36.4,960.6931,94,6.47,186.25
2016,5,25,17,33.8,32.4,961.6262,103,6.81,190.25
2016,5,25,18,33.5,33.2,962.1594,45,6.44,189.75
2016,5,25,19,32.9,34.2,960.9597,2,9.06,232.25
2016,5,25,20,32.8,33.7,960.9597,24,5.17,298
2016,5,25,21,32.5,30.5,959.8933,326,4.33,310.75
2016,5,25,22,32.4,29.5,960.9597,335,3.11,258.5
2016,5,25,23,32.8,28.5,961.8928,323,2.36,224
2016,5,25,24,32.4,30.4,961.8928,331,3,288.5
2016,5,26,1,31.6,31.2,961.4929,307,2.08,323
2016,5,26,2,30.6,36.4,961.4929,135,0.83,396
2016,5,26,3,29.3,43.5,964.0256,113,4.03,324.25
2016,5,26,4,27.5,54.6,963.2258,2,1.25,264.5
2016,5,26,5,26.3,62.3,965.3586,37,3.75,274.25
2016,5,26,6,24.3,74.2,964.0256,324,2.11,309
2016,5,26,7,24.8,75.3,963.759,329,5.64,387.25
2016,5,26,8,25.4,67.3,964.2922,325,4.22,318.75
2016,5,26,9,28.5,55.4,965.6252,314,1.86,165.75
2016,5,26,10,32.6,43.5,965.8918,262,0.83,166.5
2016,5,26,11,33.6,39.3,965.8918,101,0.53,156
2016,5,26,12,35.6,35.2,965.6252,50,3,132.75
2016,5,26,13,36.8,33.4,965.092,79,3.06,123.5
2016,5,26,14,37.3,32.5,964.2922,68,3.56,152.25
2016,5,26,15,38.6,31.3,963.4924,94,3.83,173
2016,5,26,16,38.6,30.3,962.426,75,3.06,153.25
2016,5,26,17,39.6,28.3,961.4929,100,3.47,169.75
2016,5,26,18,39.8,28.6,960.9597,96,2.56,210.75
2016,5,26,19,39.5,28.7,960.9597,83,2.11,238
2016,5,26,20,38.7,30.2,961.2263,104,2.61,377
2016,5,26,21,37.4,32.5,961.6262,105,1.61,702.5
2016,5,26,22,37.3,36.2,962.1594,293,0.19,855
2016,5,26,23,34.6,39.6,962.6926,274,0.83,569.25
2016,5,26,24,33.5,43.6,962.9592,305,1.67,466.25
2016,5,27,1,33.9,42.5,962.6926,325,2.75,397.75
2016,5,27,2,33.6,41.7,961.8928,317,2.33,374.75
2016,5,27,3,33.3,43.6,961.4929,307,1.58,477.25
2016,5,27,4,32.6,48.5,961.2263,294,1.28,685
2016,5,27,5,31.7,51.4,961.2263,305,1.47,478.5
2016,5,27,6,31.3,51.7,961.8928,240,0.56,352.25
2016,5,27,7,31.3,50.3,962.6926,302,1.67,265
2016,5,27,8,32.3,46.2,963.4924,37,0.67,177.75
2016,5,27,9,35.3,39.5,964.0256,53,2.39,159
2016,5,27,10,36.8,35.3,964.2922,44,2.69,124.25
2016,5,27,11,38.6,32.8,964.2922,61,2.17,101.5
2016,5,27,12,40.4,27.3,963.759,91,2.58,100
2016,5,27,13,40.4,27.3,963.4924,82,3.25,91.25
2016,5,27,14,40.4,27.3,963.4924,82,3.25,93.25
2016,5,27,15,33.5,42.4,963.2258,147,10.89,319
2016,5,27,16,33.5,34.4,962.6926,137,6.47,913.25
2016,5,27,17,36.4,28.7,961.2263,143,3.14,597.75
2016,5,27,18,36.4,35.7,961.6262,351,3.61,278.75
2016,5,27,19,36.7,33.7,961.6262,341,3.78,200
2016,5,27,20,36.3,30.5,961.8928,337,3.53,140.75
2016,5,27,21,35.6,30.5,962.426,317,2.72,244.25
2016,5,27,22,35.3,29.5,962.9592,330,2.64,367.75
2016,5,27,23,35.4,31.2,963.4924,325,1.67,146
2016,5,27,24,34.6,35.6,963.759,318,0.97,130.75
2016,5,28,1,33.4,36.3,963.4924,87,0.25,126
2016,5,28,2,31.4,50.4,963.2258,161,1,122.5
2016,5,28,3,30.5,63.5,962.9592,182,0.83,141.75
2016,5,28,4,30.6,56.2,962.6926,255,0.39,129.25
2016,5,28,5,30.6,47.3,962.9592,323,2.08,157
2016,5,28,6,30.4,46.2,963.4924,300,1,208.5
2016,5,28,7,30.8,48.3,964.5588,302,1.36,291
2016,5,28,8,31.4,46.2,964.8254,308,2.33,273.5
2016,5,28,9,35.3,33.8,965.092,325,1.44,132.25
2016,5,28,10,36.4,33.6,965.6252,138,0.94,107
2016,5,28,11,38.3,30.3,965.3586,78,2.67,100.25
2016,5,28,12,39.5,28.4,964.5588,57,3.89,101.25
2016,5,28,13,40.7,25.3,964.0256,62,2.81,109.25
2016,5,28,14,41.5,24.4,963.2258,85,3.14,106.75
2016,5,28,15,41.5,23.8,962.1594,98,2.81,124.25
2016,5,28,16,42.4,20.3,961.2263,103,3.31,159.25
2016,5,28,17,41.9,21.4,960.4265,93,2.94,200
2016,5,28,18,38.5,27.5,960.4265,17,3.28,254.75
2016,5,28,19,36.5,31.3,961.6262,60,8.42,255
2016,5,28,20,32.9,45.2,962.9592,58,7.08,291.5
2016,5,28,21,33.3,41.6,963.2258,85,2.75,383.75
2016,5,28,22,33.5,37.3,962.9592,357,3.25,474.75
2016,5,28,23,32.9,38.4,964.0256,245,3.06,306.25
2016,5,28,24,32.5,41.4,964.2922,256,2.89,214.5
2016,5,29,1,32.4,42.3,964.0256,269,2.11,216.25
2016,5,29,2,31.5,41.7,963.4924,294,1.83,227
2016,5,29,3,31.9,41.3,963.4924,331,0.72,167.25
2016,5,29,4,29.7,56.3,963.2258,242,0.89,134.5
2016,5,29,5,29.3,52.2,963.4924,338,3.19,115.75
2016,5,29,6,29.9,48.5,963.4924,328,2.58,121
2016,5,29,7,29.5,46.3,964.8254,153,2.44,124.5
2016,5,29,8,27.9,59.5,968.0246,163,4.17,108.5
2016,5,29,9,27.6,60.2,969.2243,180,2.44,118.25
2016,5,29,10,28.5,56.6,968.8244,192,2.06,142
2016,5,29,11,31.5,47.5,968.0246,255,1.17,162.5
2016,5,29,12,33.4,42.6,967.4914,188,1.11,231.25
2016,5,29,13,35.6,37.7,965.8918,208,1.31,218.75
2016,5,29,14,36.9,35.3,965.092,164,3.06,195.75
2016,5,29,15,38.4,31.7,964.2922,142,2.64,185
2016,5,29,16,39.5,27.3,962.6926,51,2.33,168.75
2016,5,29,17,40.3,26.2,961.8928,111,2.08,190.75
2016,5,29,18,39.3,25.3,961.2263,135,3.75,214
2016,5,29,19,38.4,25.2,961.2263,145,4.44,234
2016,5,29,20,37.3,26.5,961.8928,149,3.36,281.75
2016,5,29,21,36.5,28.4,962.426,159,1.83,227.75
2016,5,29,22,35.8,34.7,964.0256,123,0.69,189.25
2016,5,29,23,32.5,43.5,965.3586,71,3.25,228.5
2016,5,29,24,32.4,43.5,965.6252,105,4.08,218
2016,5,30,1,31.7,44.8,965.3586,182,1.08,186.5
2016,5,30,2,31.4,46.7,965.092,252,0.64,166.25
2016,5,30,3,31.5,45.5,964.5588,212,0.61,137.75
2016,5,30,4,30.8,48.4,964.5588,183,0.39,120
2016,5,30,5,30.4,52.4,964.0256,256,0.75,143.25
2016,5,30,6,29.4,53.3,963.759,303,0.64,148.5
2016,5,30,7,29.6,55.3,964.2922,302,1.5,138
2016,5,30,8,30.4,50.5,965.092,238,0.47,123.25
2016,5,30,9,33.8,41.5,965.8918,280,0.56,126
2016,5,30,10,34.9,35.6,966.425,21,1.47,118
2016,5,30,11,35.6,32.3,966.6916,88,1.5,167.25
2016,5,30,12,35.6,32.3,966.6916,88,1.5,198.25
2016,5,30,13,38.6,24.3,966.1584,97,2.94,182.25
2016,5,30,14,39.3,25.2,965.3586,101,2.64,135.5
2016,5,30,15,39.7,24.4,964.5588,127,2.22,169.25
2016,5,30,16,39.9,24.2,963.4924,93,1.89,245
2016,5,30,17,39.3,23.2,962.6926,110,2.89,260.75
2016,5,30,18,39.6,21.2,962.426,121,3.94,267
2016,5,30,19,38.4,21.3,962.426,120,3.53,307.5
2016,5,30,20,37.5,24.2,962.6926,122,2.78,374.75
2016,5,30,21,37.3,24.4,964.0256,150,2.53,439.5
2016,5,30,22,35.5,27.6,964.8254,164,1.64,70
2016,5,30,23,35.4,30.3,965.6252,174,1.11,74.75
2016,5,30,24,33.4,38.4,965.8918,175,1.72,83.25
2016,5,31,1,33.4,38.4,965.8918,175,1.72,96.25
2016,5,31,2,31.4,51.2,965.092,173,1.44,94.75
2016,5,31,3,30.4,55.7,965.092,179,1.39,63.75
2016,5,31,4,30.6,55.7,965.092,163,1.14,71.75
2016,5,31,5,30.3,54.4,965.092,175,0.83,66.25
2016,5,31,6,29.3,56.2,965.3586,184,0.28,54.25
2016,5,31,7,29.7,60.2,966.1584,308,0.22,60.75
2016,5,31,8,31.5,53.4,966.6916,297,0.31,69
2016,5,31,9,33.7,47.5,967.4914,186,0.83,101.75
2016,5,31,10,35.7,41.2,968.0246,222,0.92,119
2016,5,31,11,37.6,33.3,967.758,286,1.39,985
2016,5,31,12,38.4,29.5,967.4914,77,0.28,321.25
2016,5,31,13,38.4,27.6,966.6916,101,2.14,759.75
2016,5,31,14,39.4,23.2,965.8918,78,1.19,84
2016,5,31,15,40.8,22.3,964.8254,76,1.14,89
2016,5,31,16,41.4,19.2,963.759,129,1.58,114.5
2016,5,31,17,41.5,20.4,962.6926,99,2.25,146.75
2016,5,31,18,41.6,20.3,962.1594,101,2.67,149.5
2016,5,31,19,40.4,18.5,962.426,144,2.28,136.25
2016,5,31,20,39.5,20.5,963.2258,147,2.69,86.25
2016,5,31,21,38.3,21.4,964.2922,165,2.11,68.25
2016,5,31,22,37.4,23.3,965.3586,165,1.92,71.5
2016,5,31,23,36.6,28.2,966.6916,175,1.53,85
2016,5,31,24,35.4,33.3,966.9582,173,1.31,76
2016,6,1,1,42.1,21.1,963.2258,121,0.5,88
2016,6,1,2,43.6,19.2,962.9592,108,0.94,99.25
2016,6,1,3,42,20.1,962.6926,162,0.78,95.75
2016,6,1,4,42.2,18.2,962.9592,155,1.25,70
2016,6,1,5,41.2,20.4,963.4924,300,0.78,89.5
2016,6,1,6,40.2,22.1,964.5588,302,2.53,121.25
2016,6,1,7,39.4,24.3,964.8254,308,1.67,180.75
2016,6,1,8,38.4,27.1,965.092,325,1.56,186
2016,6,1,9,37.4,28.1,965.6252,138,0.81,140
2016,6,1,10,36.3,31.1,965.3586,78,0.39,85
2016,6,1,11,35.2,32.5,964.5588,57,0.44,92
2016,6,1,12,35.3,38.3,964.0256,62,0.86,106
2016,6,1,13,34.5,43.2,963.2258,85,0.67,137.25
2016,6,1,14,33.1,45,962.1594,98,0.69,144.5
2016,6,1,15,33.5,46.4,961.2263,103,0.03,185.25
2016,6,1,16,32.2,48.1,960.4265,93,0.14,196.25
2016,6,1,17,32,49.3,960.4265,17,0.03,187.5
2016,6,1,18,32.3,51.1,961.6262,60,0.89,151.5
2016,6,1,19,33.4,48.5,962.9592,58,1.83,158.25
2016,6,1,20,34.2,47,963.2258,85,0.22,172.25
2016,6,1,21,36.5,40.5,962.9592,324,0.67,192.25
2016,6,1,22,38.5,33.1,964.0256,44,1.08,172.75
2016,6,1,23,41,24.1,964.2922,50,1.44,130.25
2016,6,1,24,42.5,21.1,971.3571,84,0.89,129
2016,6,2,1,42.6,20.1,971.0905,323,1.47,121.5
2016,6,2,2,43.1,19.6,970.8239,327,2.36,120.5
2016,6,2,3,42.1,19.2,970.0241,315,1.58,133.75
2016,6,2,4,42,19.2,969.4909,306,2.78,139
2016,6,2,5,41.1,19.5,969.2243,289,2.86,123.75
2016,6,2,6,40.5,22,969.2243,311,2.31,108.5
2016,6,2,7,39.4,24.1,969.7575,301,2.11,148.5
2016,6,2,8,38.4,29.4,970.8239,238,2.03,221.25
2016,6,2,9,37.6,33.4,971.6237,297,1.42,177.5
2016,6,2,10,36.2,35.2,972.4235,268,0.97,176.5
2016,6,2,11,35.2,38.3,972.4235,45,1.78,152.5
2016,6,2,12,34.2,41.2,972.1569,37,0.92,198
2016,6,2,13,34.3,43.1,971.3571,73,0.33,225.5
2016,6,2,14,33,46.2,970.2907,77,0.36,183.75
2016,6,2,15,33.3,47.5,968.9577,67,0,215.5
2016,6,2,16,33.3,46.3,968.0246,70,0.39,467.5
2016,6,2,17,32.3,47.3,967.2248,100,1.06,755.75
2016,6,2,18,32.5,48,967.2248,77,0.28,79
2016,6,2,19,33.6,46.4,967.2248,60,0.08,133.5
2016,6,2,20,35.4,41.1,967.758,47,0.58,192.75
2016,6,2,21,36.5,39.2,968.2912,23,0.69,179
2016,6,2,22,38.1,35.6,968.9577,25,0.94,185
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2016,6,3,13,35.4,48.4,971.0905,27,0.28,985
2016,6,3,14,36.2,42.2,969.7575,70,0.25,786.25
2016,6,3,15,38,36.4,968.2912,222,0.78,190.75
2016,6,3,16,38,35.2,967.2248,230,0.58,204.5
2016,6,3,17,35.5,47.2,966.1584,240,0.25,237
2016,6,3,18,37.6,39.2,965.6252,222,0.36,220
2016,6,3,19,35,44.1,965.8918,215,1.25,172
2016,6,3,20,33.2,50.6,966.425,244,1.03,143
2016,6,3,21,33.3,52.3,967.2248,238,0.25,184.5
2016,6,3,22,33.1,49.3,968.0246,247,0.47,146.25
2016,6,3,23,32.3,60.5,968.5578,323,0.31,87.75
2016,6,3,24,31,67.2,968.8244,214,0.47,79
2016,6,4,1,31,67,968.2912,243,0.61,75.5
2016,6,4,2,30.1,69.3,968.0246,267,0.44,81.75
2016,6,4,3,30.3,72.2,967.758,278,0.81,75.5
2016,6,4,4,29.3,74,967.2248,323,1.19,70.75
2016,6,4,5,29.5,74.3,967.2248,320,2.5,88.25
2016,6,4,6,29.1,75.1,967.4914,310,2.25,129.75
2016,6,4,7,30.3,69.2,967.758,292,2.81,190.5
2016,6,4,8,31.5,66.2,968.2912,308,1.94,220
2016,6,4,9,32.2,60.4,969.2243,319,0.64,143
2016,6,4,10,34,52.5,970.0241,296,1.86,175
2016,6,4,11,35,48.4,970.0241,316,0.11,185.5
2016,6,4,12,35.2,48.3,970.0241,320,0,216
2016,6,4,13,36.1,46.3,969.2243,324,0.11,265.25
2016,6,4,14,36.2,44,967.758,249,0.03,264.75
2016,6,4,15,34.4,53.5,966.1584,55,0.31,293
2016,6,4,16,35.5,49.3,964.8254,38,0.17,308.5
2016,6,4,17,36.2,45.1,963.759,332,0.33,232
2016,6,4,18,33.2,56.1,963.4924,25,0.97,250.25
2016,6,4,19,32.2,59,963.4924,302,0.97,287
2016,6,4,20,32.2,58.6,963.4924,112,0.56,339.75
2016,6,4,21,31.6,69.3,965.3586,23,1.33,479.25
2016,6,4,22,31.4,69.3,966.1584,301,1.11,552
2016,6,4,23,31.3,67.5,966.425,298,0.92,211.5
2016,6,4,24,30.2,69,966.425,302,1.39,205
2016,6,5,1,30.1,70.1,966.425,50,1.78,158
2016,6,5,2,30,69.6,966.6916,30,1.97,115
2016,6,5,3,30.5,68.6,966.425,339,0.81,110.75
2016,6,5,4,30.1,70,966.425,334,1.11,107.5
2016,6,5,5,29.1,73.5,966.1584,290,0.64,108.25
2016,6,5,6,29.5,74,966.425,301,1.47,106
2016,6,5,7,30.1,72.1,966.6916,315,1.36,107.25
2016,6,5,8,30.1,70.5,967.4914,328,0.81,110.5
2016,6,5,9,31,66,968.8244,37,0,109.25
2016,6,5,10,33.4,58,969.2243,35,0.19,107.75
2016,6,5,11,35.3,50,969.2243,25,0.67,101.25
2016,6,5,12,36.4,46.1,969.2243,17,1.92,102.5
2016,6,5,13,37.4,42.3,968.5578,347,0.56,110.25
2016,6,5,14,37.1,42,967.758,317,0.11,164
2016,6,5,15,36,43.1,966.6916,317,0,265.25
2016,6,5,16,37.5,40.2,965.6252,317,0,255.5
2016,6,5,17,37.2,41.1,964.8254,354,0,253.75
2016,6,5,18,36,42,964.5588,6,0.08,233
2016,6,5,19,35.2,44.3,964.5588,41,0.56,236.75
2016,6,5,20,35.3,45,965.8918,58,1,236.25
2016,6,5,21,34.1,47.4,966.9582,37,1.17,138.5
2016,6,5,22,34.3,51.2,968.0246,110,1.39,122.75
2016,6,5,23,33.2,55.2,968.9577,344,1.5,160.5
2016,6,5,24,32.3,59.4,968.9577,53,0.86,186.25
2016,6,6,1,32.5,57.3,968.9577,38,0.67,187.25
2016,6,6,2,32,58.5,968.5578,37,1.19,168
2016,6,6,3,31.5,61,968.2912,31,1.92,109.25
2016,6,6,4,31.2,62.1,967.758,18,1.44,120.5
2016,6,6,5,30.1,64.3,967.758,348,1.69,131.25
2016,6,6,6,30.6,65,968.0246,19,1.78,105
2016,6,6,7,31.2,63.3,968.8244,37,2.11,120.25
2016,6,6,8,32.2,59.1,969.4909,33,0.64,86.25
2016,6,6,9,33.6,54.6,970.5573,36,0.17,92.75
2016,6,6,10,35.4,48.2,971.0905,45,0.08,100.5
